,fips,state_name,latitude,longtitude,hq_address,hospital_name,hospital_type,hq_city,hq_state
375,6037,California,33.98214350000006,-118.43921919999995,4650 Lincoln Blvd,Cedars-Sinai Marina Del Rey Hospital,Short Term Acute Care Hospital,Marina Del Rey,CA
376,6037,California,34.05728750000003,-118.360485,5900 W Olympic Blvd,Olympia Medical Center,Short Term Acute Care Hospital,Los Angeles,CA
377,6037,California,34.170530100000065,-118.5320582,18321 Clark St,Providence Tarzana Medical Center,Short Term Acute Care Hospital,Tarzana,CA
378,6037,California,34.06953170000003,-118.26348879999996,1711 W Temple St,LA Downtown Medical Center - Downtown Campus (FKA Silver Lake Medical Center - Downtown Campus),Short Term Acute Care Hospital,Los Angeles,CA
379,6037,California,34.16023050000007,-118.44963279999996,4929 Van Nuys Blvd,Sherman Oaks Hospital,Short Term Acute Care Hospital,Sherman Oaks,CA
380,6037,California,34.05269540000006,-118.45261949999995,11301 Wilshire Blvd,VA Greater Los Angeles Healthcare System - West Los Angeles Medical Center,VA Hospital,Los Angeles,CA
381,6037,California,34.44002870000003,-118.59146959999998,23845 Mcbean Pkwy,Henry Mayo Newhall Hospital,Short Term Acute Care Hospital,Valencia,CA
382,6037,California,34.075153,-118.38027659999996,8700 Beverly Blvd,Cedars-Sinai Medical Center,Short Term Acute Care Hospital,Los Angeles,CA
383,6037,California,33.83357010000003,-118.08016959999998,21530 Pioneer Blvd,Pacific Gardens Medical Center (FKA Gardens Regional Hospital and Medical Center),Short Term Acute Care Hospital,Hawaiian Gardens,CA
384,6037,California,33.85993750000006,-118.14865509999998,3700 E South St,Lakewood Regional Medical Center,Short Term Acute Care Hospital,Lakewood,CA
385,6037,California,34.097533,-117.83453139999996,1350 W Covina Blvd,San Dimas Community Hospital,Short Term Acute Care Hospital,San Dimas,CA
386,6037,California,34.1238,-117.8725,250 S Grand Ave,Emanate Health Foothill Presbyterian Hospital (FKA Foothill Presbyterian Hospital),Short Term Acute Care Hospital,Glendora,CA
387,6037,California,34.02376820000006,-118.18414959999996,4060 Whittier Blvd,East Los Angeles Doctors Hospital,Short Term Acute Care Hospital,Los Angeles,CA
388,6037,California,34.06151040000003,-118.20534219999996,1441 Eastlake Ave,USC Kenneth Norris Jr Cancer Hospital,Short Term Acute Care Hospital,Los Angeles,CA
389,6037,California,34.01934980000004,-118.18654669999997,4081 E Olympic Blvd,Los Angeles Community Hospital,Short Term Acute Care Hospital,Los Angeles,CA
390,6037,California,34.170384600000034,-118.58993589999994,5601 De Soto Ave,Woodland Hills Medical Center,Short Term Acute Care Hospital,Woodland Hills,CA
391,6037,California,34.06205840000007,-118.20127379999995,1500 San Pablo St,Keck Hospital of USC (FKA USC University Hospital),Short Term Acute Care Hospital,Los Angeles,CA
392,6037,California,34.220425800000044,-118.45654869999998,14850 Roscoe Blvd,Mission Community Hospital,Short Term Acute Care Hospital,Panorama City,CA
393,6037,California,34.32590950000008,-118.44595719999997,14445 Olive View Dr,Olive View - UCLA Medical Center,Short Term Acute Care Hospital,Sylmar,CA
394,6037,California,34.68849370000004,-118.15853019999996,1600 W Avenue J,Antelope Valley Hospital (FKA Antelope Valley Hospital Medical Center),Short Term Acute Care Hospital,Lancaster,CA
395,6039,California,36.944024600000034,-120.04436619999996,1250 E Almond Ave,Madera Community Hospital,Short Term Acute Care Hospital,Madera,CA
396,6041,California,38.004345200000046,-122.55495079999996,99 Montecillo Rd,Kaiser Permanente - San Rafael Medical Center,Short Term Acute Care Hospital,San Rafael,CA
397,6041,California,37.94731520000005,-122.53603059999996,250 Bon Air Rd,MarinHealth Medical Center (FKA Marin General Hospital),Short Term Acute Care Hospital,Greenbrae,CA
398,6041,California,38.099311500000056,-122.56036329999996,180 Rowland Way,Novato Community Hospital,Short Term Acute Care Hospital,Novato,CA
399,6043,California,37.500397,-119.977678,5189 Hospital Rd,John C Fremont Healthcare District,Critical Access Hospital,Mariposa,CA
400,6045,California,39.38994260000004,-123.33894039999996,1 Marcela Dr,Adventist Health Howard Memorial (FKA Frank R Howard Memorial Hospital),Critical Access Hospital,Willits,CA
401,6045,California,39.4325,-123.8015,700 River Dr,Adventist Health Mendocino Coast (AKA Mendocino Coast District Hospital),Critical Access Hospital,Fort Bragg,CA
402,6045,California,39.15306520000007,-123.2028906,275 Hospital Dr,Adventist Health Ukiah Valley (FKA Ukiah Valley Medical Center),Short Term Acute Care Hospital,Ukiah,CA
403,6047,California,37.34014110000004,-120.4671866,333 Mercy Ave,Mercy Medical Center Merced,Short Term Acute Care Hospital,Merced,CA
404,6047,California,37.06409340000005,-120.85913559999996,520 West I St,Memorial Hospital Los Banos,Short Term Acute Care Hospital,Los Banos,CA
405,6049,California,41.5332,-120.1718,741 Main St,Surprise Valley Community Hospital,Critical Access Hospital,Cedarville,CA
406,6053,California,36.65913520000004,-121.64594229999994,450 E Romie Ln,Salinas Valley Memorial Hospital,Short Term Acute Care Hospital,Salinas,CA
407,6053,California,36.69666880000005,-121.63308869999996,1441 Constitution Blvd,Natividad Medical Center,Short Term Acute Care Hospital,Salinas,CA
408,6053,California,36.57856090000007,-121.91340609999996,23625 Holman Hwy,Community Hospital of the Monterey Peninsula (AKA Montage Health),Short Term Acute Care Hospital,Monterey,CA
409,6053,California,36.206236700000034,-121.13282239999997,300 Canal St,Mee Memorial Hospital (FKA George L Mee Memorial Hospital),Critical Access Hospital,King City,CA
410,6055,California,38.324482,-122.29710939999995,1000 Trancas St,Queen of the Valley Medical Center,Short Term Acute Care Hospital,Napa,CA
411,6055,California,38.54255010000003,-122.47482679999996,10 Woodland Rd,Adventist Health St Helena (FKA St Helena Hospital - Napa Valley),Short Term Acute Care Hospital,Saint Helena,CA
412,6057,California,39.22809120000005,-121.0476642,155 Glasson Way,Sierra Nevada Memorial Hospital,Short Term Acute Care Hospital,Grass Valley,CA
413,6057,California,39.33,-120.18,10121 Pine Ave,Tahoe Forest Hospital,Critical Access Hospital,Truckee,CA
414,6059,California,33.894345100000066,-117.92722009999994,101 E Valencia Mesa Dr,St Jude Medical Center,Short Term Acute Care Hospital,Fullerton,CA
415,6059,California,33.782044100000064,-117.86542449999996,1100 W Stewart Dr,St Joseph Hospital Orange,Short Term Acute Care Hospital,Orange,CA
416,6059,California,33.84817510000005,-117.93452639999998,1111 W La Palma Ave,AHMC Anaheim Regional Medical Center,Short Term Acute Care Hospital,Anaheim,CA
417,6059,California,33.624742800000035,-117.93004679999996,1 Hoag Dr,Hoag Hospital Newport Beach,Short Term Acute Care Hospital,Newport Beach,CA
418,6059,California,33.775007,-117.91290759999998,12601 Garden Grove Blvd,Garden Grove Hospital Medical Center,Short Term Acute Care Hospital,Garden Grove,CA
419,6059,California,33.786112,-117.88798029999998,101 The City Dr S,UCI Medical Center (FKA UC Irvine Medical Center),Short Term Acute Care Hospital,Orange,CA
420,6059,California,33.70364,-117.986656,17772 Beach Blvd,Huntington Beach Hospital,Short Term Acute Care Hospital,Huntington Beach,CA
421,6059,California,33.71518530000003,-117.93606719999995,17100 Euclid St,Fountain Valley Regional Hospital & Medical Center,Short Term Acute Care Hospital,Fountain Valley,CA
422,6059,California,33.561015300000065,-117.66539369999998,27700 Medical Center Rd,Mission Hospital Mission Viejo,Short Term Acute Care Hospital,Mission Viejo,CA
423,6059,California,33.651827500000024,-117.91206909999994,301 Victoria St,College Hospital Costa Mesa,Short Term Acute Care Hospital,Costa Mesa,CA
424,6059,California,33.804525400000045,-118.0669994,3751 Katella Ave,Los Alamitos Medical Center,Short Term Acute Care Hospital,Los Alamitos,CA
425,6037,California,34.05770730000006,-118.20797789999996,2051 Marengo St,LAC & USC Medical Center,Short Term Acute Care Hospital,Los Angeles,CA
426,6037,California,33.83,-118.33,1000 W Carson St,Harbor - UCLA Medical Center,Short Term Acute Care Hospital,Torrance,CA
427,6059,California,33.82522170000004,-117.9950032,3033 W Orange Ave,West Anaheim Medical Center,Short Term Acute Care Hospital,Anaheim,CA
428,6059,California,33.70046640000004,-117.95574519999997,18111 Brookhurst St,Orange Coast Medical Center (FKA Orange Coast Memorial Medical Center),Short Term Acute Care Hospital,Fountain Valley,CA
429,6059,California,33.887082200000066,-117.843323,1301 N Rose Dr,Placentia-Linda Hospital,Short Term Acute Care Hospital,Placentia,CA
430,6059,California,33.847533,-118.038414,7901 Walker St,La Palma Intercommunity Hospital,Short Term Acute Care Hospital,La Palma,CA
431,6059,California,33.85208230000006,-117.84413249999994,3440 E La Palma Ave,Orange County - Anaheim Medical Center,Short Term Acute Care Hospital,Anaheim,CA
432,6059,California,33.6089,-117.7087,24451 Health Center Dr,Saddleback Medical Center (FKA Saddleback Memorial Medical Center - Laguna Hills),Short Term Acute Care Hospital,Laguna Hills,CA
433,6059,California,33.81983440000005,-117.90945119999998,1025 S Anaheim Blvd,Anaheim Global Medical Center (FKA Western Medical Center Hospital Anaheim),Short Term Acute Care Hospital,Anaheim,CA
434,6059,California,33.788612400000034,-117.8262888,2601 E Chapman Ave,Chapman Global Medical Center (FKA Chapman Medical Center),Short Term Acute Care Hospital,Orange,CA
435,6059,California,33.754283900000075,-117.83280059999998,1001 N Tustin Ave,Orange County Global Medical Center (FKA Western Medical Center Santa Ana),Short Term Acute Care Hospital,Santa Ana,CA
436,6059,California,33.71105830000005,-117.88519019999995,2701 S Bristol St,South Coast Global Medical Center (FKA Coastal Communities Hospital),Short Term Acute Care Hospital,Santa Ana,CA
437,6037,California,33.92933190000008,-118.158594,7601 Imperial Hwy,Rancho Los Amigos National Rehabilitation Center,Short Term Acute Care Hospital,Downey,CA
438,6061,California,38.89656540000004,-121.07689009999996,11815 Education St,Sutter Auburn Faith Hospital,Short Term Acute Care Hospital,Auburn,CA
439,6061,California,38.766251100000034,-121.24922339999996,1 Medical Plaza Pl,Sutter Roseville Medical Center,Short Term Acute Care Hospital,Roseville,CA
440,6063,California,39.80563860000007,-120.46231889999996,500 1st Ave,Eastern Plumas Hospital - Portola Campus,Critical Access Hospital,Portola,CA
441,6063,California,39.93893620000006,-120.96213189999996,1065 Bucks Lake Rd,Plumas District Hospital,Critical Access Hospital,Quincy,CA
442,6063,California,40.273395,-121.210968,130 Brentwood Dr,Seneca Healthcare District Hospital,Critical Access Hospital,Chester,CA
443,6065,California,33.89613840000004,-117.18609809999998,27300 Iris Ave,Moreno Valley Medical Center,Short Term Acute Care Hospital,Moreno Valley,CA
444,6065,California,33.71897720000004,-117.16815179999998,28400 McCall Blvd,Menifee Global Medical Center (FKA Menifee Valley Medical Center),Short Term Acute Care Hospital,Menifee,CA
445,6065,California,33.90462140000005,-117.46904839999996,10800 Magnolia Ave,Riverside Medical Center,Short Term Acute Care Hospital,Riverside,CA
446,6065,California,33.76349860000005,-116.40541049999996,39000 Bob Hope Dr,Eisenhower Health,Short Term Acute Care Hospital,Rancho Mirage,CA
447,6065,California,33.706110900000056,-116.23535269999996,47111 Monroe St,JFK Memorial Hospital,Short Term Acute Care Hospital,Indio,CA
448,6065,California,33.61294810000004,-114.59507169999996,250 N 1st St,Palo Verde Hospital,Short Term Acute Care Hospital,Blythe,CA
449,6065,California,33.75037080000004,-116.96013029999996,1117 E Devonshire Ave,Hemet Valley Medical Center,Short Term Acute Care Hospital,Hemet,CA
450,6065,California,33.87277950000004,-117.56831329999994,800 S Main St,Corona Regional Medical Center - Main Street Campus,Short Term Acute Care Hospital,Corona,CA
451,6065,California,33.91024710000005,-117.19894639999995,26520 Cactus Ave,Riverside University Health System Medical Center (FKA Riverside County Regional Medical Center),Short Term Acute Care Hospital,Moreno Valley,CA
452,6065,California,33.838731,-116.543459,1150 N Indian Canyon Dr,Desert Regional Medical Center,Short Term Acute Care Hospital,Palm Springs,CA
453,6065,California,33.92696820000003,-117.43981659999996,3865 Jackson St,Parkview Community Hospital Medical Center,Short Term Acute Care Hospital,Riverside,CA
454,6065,California,33.931687400000044,-116.94614719999998,600 N Highland Springs Ave,San Gorgonio Memorial Hospital,Short Term Acute Care Hospital,Banning,CA
455,6065,California,33.97722130000005,-117.3815694,4445 Magnolia Ave,Riverside Community Hospital,Short Term Acute Care Hospital,Riverside,CA
456,6067,California,38.56981810000008,-121.45366479999996,4001 J St,Mercy General Hospital,Short Term Acute Care Hospital,Sacramento,CA
457,6067,California,38.57112990000008,-121.46949489999996,2825 Capitol Ave,Sutter Medical Center - Ose Adams Medical Pavilion (FKA Sutter General Hospital),Short Term Acute Care Hospital,Sacramento,CA
458,6067,California,38.57306010000008,-121.29551549999996,10535 Hospital Way,VA Northern California Health Care System Valley Division - Sacramento VA Medical Center,VA Hospital,Mather,CA
459,6067,California,38.60138350000005,-121.393137,2025 Morse Ave,Kaiser Permanente - Sacramento Medical Center,Short Term Acute Care Hospital,Sacramento,CA
460,6067,California,38.670333,-121.14584609999996,1650 Creekside Dr,Mercy Hospital of Folsom,Short Term Acute Care Hospital,Folsom,CA
461,6067,California,38.66933720000003,-121.31368219999996,6501 Coyle Ave,Mercy San Juan Medical Center,Short Term Acute Care Hospital,Carmichael,CA
462,6067,California,38.46991040000006,-121.42164119999995,6600 Bruceville Rd,Kaiser Permanente - South Sacramento Medical Center,Short Term Acute Care Hospital,Sacramento,CA
463,6067,California,38.46317370000003,-121.41636379999994,7500 Hospital Dr,Methodist Hospital of Sacramento,Short Term Acute Care Hospital,Sacramento,CA
464,6067,California,38.55490230000004,-121.45675049999994,2315 Stockton Blvd,University of California Davis Medical Center (AKA UC Davis Medical Center),Short Term Acute Care Hospital,Sacramento,CA
465,6069,California,36.83389850000003,-121.3861055,911 Sunset Dr,Hazel Hawkins Memorial Hospital,Critical Access Hospital,Hollister,CA
466,6071,California,34.89217130000003,-117.01669689999994,820 E Mountain View St,Barstow Community Hospital,Short Term Acute Care Hospital,Barstow,CA
467,6071,California,34.54184760000004,-117.26556359999996,18300 Us Highway 18,St Mary Medical Center,Short Term Acute Care Hospital,Apple Valley,CA
468,6071,California,34.049451900000065,-117.2641774,11234 Anderson St,Loma Linda University Medical Center,Short Term Acute Care Hospital,Loma Linda,CA
469,6071,California,34.07405310000007,-117.351059,400 N Pepper Ave,Arrowhead Regional Medical Center,Short Term Acute Care Hospital,Colton,CA
470,6071,California,34.13268060000007,-116.27618489999998,6601 White Feather Rd,Hi Desert Medical Center,Short Term Acute Care Hospital,Joshua Tree,CA
471,6071,California,34.036537200000055,-117.20517409999997,350 Terracina Blvd,Redlands Community Hospital,Short Term Acute Care Hospital,Redlands,CA
472,6071,California,34.10190410000007,-117.63743359999997,999 San Bernardino Rd,San Antonio Regional Hospital (FKA San Antonio Community Hospital),Short Term Acute Care Hospital,Upland,CA
473,6071,California,34.131408700000065,-117.3217772,1805 Medical Center Dr,Community Hospital of San Bernardino,Short Term Acute Care Hospital,San Bernardino,CA
474,6071,California,34.13483710000003,-117.27698829999996,2101 N Waterman Ave,St Bernardine Medical Center,Short Term Acute Care Hospital,San Bernardino,CA
475,6071,California,34.072777200000075,-117.43561079999996,9961 Sierra Ave,Fontana Medical Center,Short Term Acute Care Hospital,Fontana,CA
476,6071,California,34.02556420000008,-117.686109,5451 Walnut Ave,Chino Valley Medical Center,Short Term Acute Care Hospital,Chino,CA
477,6071,California,34.24651110000008,-116.88849509999994,41870 Garstin Dr,Bear Valley Community Hospital (AKA Bear Valley Community Healthcare District),Critical Access Hospital,Big Bear Lake,CA
478,6071,California,34.07711,-117.696588,5000 San Bernardino St,Montclair Hospital Medical Center,Short Term Acute Care Hospital,Montclair,CA
479,6071,California,34.049982500000056,-117.24981219999997,11201 Benton St,VA Loma Linda Healthcare System (AKA Jerry L Pettis Memorial Veterans Hospital),VA Hospital,Loma Linda,CA
480,6071,California,34.47213810000005,-117.29799449999996,16850 Bear Valley Rd,Desert Valley Hospital,Short Term Acute Care Hospital,Victorville,CA
481,6071,California,34.528006600000026,-117.293868,15248 Eleventh St,Victor Valley Global Medical Center,Short Term Acute Care Hospital,Victorville,CA
482,6071,California,34.83313570000007,-114.61767579999996,1401 Bailey Ave,Colorado River Medical Center,Critical Access Hospital,Needles,CA
483,6071,California,34.2654,-117.1685,29101 Hospital Rd,Mountains Community Hospital,Critical Access Hospital,Lake Arrowhead,CA
484,6073,California,32.79142710000008,-117.09513969999996,4647 Zion Ave,Kaiser Permanente Zion Medical Center,Short Term Acute Care Hospital,San Diego,CA
485,6073,California,33.03690080000007,-117.28391259999997,354 Santa Fe Dr,Scripps Memorial Hospital Encinitas,Short Term Acute Care Hospital,Encinitas,CA
486,6073,California,32.89677990000007,-117.24281359999998,10666 N Torrey Pines Rd,Scripps Green Hospital,Short Term Acute Care Hospital,La Jolla,CA
487,6073,California,32.875129800000025,-117.23238809999998,3350 La Jolla Village Dr,VA San Diego Healthcare System,VA Hospital,San Diego,CA
488,6073,California,32.77664150000004,-117.05731879999996,6655 Alvarado Rd,Alvarado Hospital Medical Center,Short Term Acute Care Hospital,San Diego,CA
489,6073,California,32.996457200000066,-117.05610059999998,15615 Pomerado Rd,Palomar Medical Center Poway (FKA Pomerado Hospital),Short Term Acute Care Hospital,Poway,CA
490,6073,California,33.12485950000007,-117.07582259999998,555 E Valley Pkwy,Palomar Medical Center Downtown Escondido (FKA Palomar Health Downtown Campus),Short Term Acute Care Hospital,Escondido,CA
491,6073,California,33.18564840000005,-117.29043589999998,4002 Vista Way,Tri-City Medical Center,Short Term Acute Care Hospital,Oceanside,CA
492,6073,California,32.75156560000005,-117.16039,4077 5th Ave,Scripps Mercy Hospital San Diego,Short Term Acute Care Hospital,San Diego,CA
493,6073,California,32.79967590000007,-117.15460009999998,7901 Frost St,Sharp Memorial Hospital,Short Term Acute Care Hospital,San Diego,CA
494,6073,California,32.69444710000005,-117.168661,250 Prospect Pl,Sharp Coronado Hospital,Short Term Acute Care Hospital,Coronado,CA
495,6073,California,32.61888340000007,-117.0226353,751 Medical Center Ct,Sharp Chula Vista Medical Center,Short Term Acute Care Hospital,Chula Vista,CA
496,6073,California,32.88515770000004,-117.22554259999998,9888 Genesee Ave,Scripps Memorial Hospital La Jolla,Short Term Acute Care Hospital,La Jolla,CA
497,6073,California,32.685113200000046,-117.08288519999996,2400 E 4th St,Paradise Valley Hospital,Short Term Acute Care Hospital,National City,CA
498,6073,California,32.75426980000003,-117.166135,200 W Arbor Dr,UC San Diego Medical Center - Hillcrest,Short Term Acute Care Hospital,San Diego,CA
499,6073,California,32.78101250000003,-117.00741259999997,5555 Grossmont Center Dr,Sharp Grossmont Hospital,Short Term Acute Care Hospital,La Mesa,CA
500,6075,California,37.74770250000006,-122.42066719999995,3555 Cesar Chavez,California Pacific Medical Center - Mission Bernal Campus (FKA California Pacific Medical Center - St Lukes Campus),Short Term Acute Care Hospital,San Francisco,CA
501,6075,California,37.768193,-122.435709,45 Castro St,California Pacific Medical Center - Davies Campus,Short Term Acute Care Hospital,San Francisco,CA
502,6075,California,37.75572650000004,-122.40473809999996,1001 Potrero Ave,Zuckerberg San Francisco General Hospital (FKA San Francisco General Hospital),Short Term Acute Care Hospital,San Francisco,CA
503,6075,California,37.78245880000003,-122.4430966,2425 Geary Blvd,Kaiser Permanente - San Francisco Medical Center,Short Term Acute Care Hospital,San Francisco,CA
504,6075,California,37.78937990000003,-122.41672939999997,900 Hyde St,Saint Francis Memorial Hospital,Short Term Acute Care Hospital,San Francisco,CA
505,6075,California,37.74888960000004,-122.457074,375 Laguna Honda Blvd,Laguna Honda Hospital and Rehabilitation Center,Short Term Acute Care Hospital,San Francisco,CA
506,6075,California,37.77407490000007,-122.45388929999996,450 Stanyan St,St Marys Medical Center,Short Term Acute Care Hospital,San Francisco,CA
507,6075,California,37.76455420000008,-122.45725079999994,400 Parnassus Ave,UCSF Helen Diller Medical Center at Parnassus Heights,Short Term Acute Care Hospital,San Francisco,CA
508,6075,California,37.79554060000004,-122.40912989999998,845 Jackson St,Chinese Hospital,Short Term Acute Care Hospital,San Francisco,CA
509,6075,California,37.78200650000008,-122.50505109999996,4150 Clement St,San Francisco VA Health Care System - San Francisco VA Medical Center,VA Hospital,San Francisco,CA
510,6077,California,38.12146790000003,-121.2869098,975 S Fairmont Ave,Adventist Health Lodi Memorial,Short Term Acute Care Hospital,Lodi,CA
511,6077,California,37.79809130000007,-121.24601239999998,1777 W Yosemite Ave,Kaiser Permanente - Manteca Medical Center,Short Term Acute Care Hospital,Manteca,CA
512,6077,California,37.88671350000004,-121.28263139999996,500 W Hospital Rd,San Joaquin General Hospital,Short Term Acute Care Hospital,French Camp,CA
513,6077,California,37.96162190000007,-121.30099259999996,525 W Acacia St,Dameron Hospital,Short Term Acute Care Hospital,Stockton,CA
514,6077,California,37.96988310000006,-121.28866689999997,1800 N California St,St Josephs Medical Center,Short Term Acute Care Hospital,Stockton,CA
515,6077,California,37.80155,-121.197502,1205 E North St,Doctors Hospital of Manteca,Short Term Acute Care Hospital,Manteca,CA
516,6077,California,37.74401160000008,-121.43430739999997,1420 N Tracy Blvd,Sutter Tracy Community Hospital,Short Term Acute Care Hospital,Tracy,CA
517,6079,California,35.27817090000008,-120.65115579999996,1911 Johnson Ave,French Hospital Medical Center,Short Term Acute Care Hospital,San Luis Obispo,CA
518,6079,California,35.55497610000003,-120.71936759999994,1100 Las Tablas Rd,Twin Cities Community Hospital,Short Term Acute Care Hospital,Templeton,CA
519,6079,California,35.29224110000007,-120.665834,1010 Murray Ave,Sierra Vista Regional Medical Center (FKA Sierra Vista Regional Medical Center),Short Term Acute Care Hospital,San Luis Obispo,CA
520,6079,California,35.11363760000006,-120.59077219999996,345 S Halcyon Rd,Arroyo Grande Community Hospital,Short Term Acute Care Hospital,Arroyo Grande,CA
521,6081,California,37.59210250000007,-122.38334229999998,1501 Trousdale Dr,Mills-Peninsula Medical Center,Short Term Acute Care Hospital,Burlingame,CA
522,6081,California,37.48911850000008,-122.22515479999998,1100 Veterans Blvd,Kaiser Permanente - Redwood City Medical Center,Short Term Acute Care Hospital,Redwood City,CA
523,6081,California,37.47954230000005,-122.25455619999995,170 Alameda De Las Pulgas,Sequoia Hospital,Short Term Acute Care Hospital,Redwood City,CA
524,6081,California,37.68013470000005,-122.4740564,1900 Sullivan Ave,Seton Medical Center,Short Term Acute Care Hospital,Daly City,CA
525,6081,California,37.531268200000056,-122.29929819999997,222 W 39th Ave,San Mateo Medical Center (AKA San Mateo County Health System),Short Term Acute Care Hospital,San Mateo,CA
526,6081,California,37.659206,-122.4391154,1200 El Camino Real,Kaiser Permanente - South San Francisco Medical Center,Short Term Acute Care Hospital,South San Francisco,CA
527,6083,California,34.64113750000007,-120.43951909999998,1515 E Ocean Ave,Lompoc Valley Medical Center Hospital,Short Term Acute Care Hospital,Lompoc,CA
528,6083,California,34.95092010000008,-120.41318529999997,1400 E Church St,Marian Regional Medical Center,Short Term Acute Care Hospital,Santa Maria,CA
529,6083,California,34.43341940000005,-119.81041039999997,351 S Patterson Ave,Goleta Valley Cottage Hospital,Short Term Acute Care Hospital,Goleta,CA
530,6083,California,34.42990660000004,-119.72336009999998,400 W Pueblo St,Santa Barbara Cottage Hospital,Short Term Acute Care Hospital,Santa Barbara,CA
531,6083,California,34.60187640000004,-120.12618019999996,2050 Viborg Rd,Santa Ynez Valley Cottage Hospital,Critical Access Hospital,Solvang,CA
532,6085,California,37.43635610000007,-122.17504889999998,725 Welch Rd,Lucile Packard Childrens Hospital Stanford (AKA Stanford Childrens Health),Childrens Hospital,Palo Alto,CA
533,6085,California,37.25174750000008,-121.94668889999996,2425 Samaritan Dr,Good Samaritan Hospital,Short Term Acute Care Hospital,San Jose,CA
534,6085,California,37.43435510000006,-122.17709089999994,500 Pasteur Dr,Stanford Hospital,Short Term Acute Care Hospital,Palo Alto,CA
535,6085,California,37.23980410000007,-121.8002512,250 Hospital Pkwy,Kaiser Permanente - San Jose Medical Center,Short Term Acute Care Hospital,San Jose,CA
536,6085,California,37.036716700000056,-121.57116079999996,9400 N Name Uno,St Louise Regional Hospital,Short Term Acute Care Hospital,Gilroy,CA
537,6085,California,37.40540730000004,-122.14000889999994,3801 Miranda Ave,VA Palo Alto Health Care System - Palo Alto Division,VA Hospital,Palo Alto,CA
538,6085,California,37.36947720000006,-122.07991169999995,2500 Grant Rd,El Camino Hospital - Mountain View Campus,Short Term Acute Care Hospital,Mountain View,CA
539,6085,California,37.335609600000055,-121.99884909999996,700 Lawrence Expy,Kaiser Permanente - Santa Clara Medical Center,Short Term Acute Care Hospital,Santa Clara,CA
540,6085,California,37.36220570000006,-121.84896669999996,225 N Jackson Ave,Regional Medical Center of San Jose,Short Term Acute Care Hospital,San Jose,CA
541,6085,California,37.32775520000007,-121.93837889999998,2105 Forest Ave,OConnor Hospital,Short Term Acute Care Hospital,San Jose,CA
542,6085,California,37.31285690000004,-121.9332672,751 S Bascom Ave,Santa Clara Valley Medical Center,Short Term Acute Care Hospital,San Jose,CA
543,6087,California,36.92664720000005,-121.79283589999994,75 Neilson St,Watsonville Community Hospital,Short Term Acute Care Hospital,Watsonville,CA
544,6087,California,36.990166300000055,-121.98366689999996,1555 Soquel Dr,Dominican Hospital,Short Term Acute Care Hospital,Santa Cruz,CA
545,6087,California,36.987682,-121.97746039999998,2900 Chanticleer Ave,Sutter Maternity & Surgery Center of Santa Cruz,Short Term Acute Care Hospital,Santa Cruz,CA
546,6089,California,40.58555410000002,-122.38775729999998,1100 Butte St,Shasta Regional Medical Center,Short Term Acute Care Hospital,Redding,CA
547,6089,California,40.58590870000006,-122.416861,2900 Eureka Way,Patients Hospital of Redding,Short Term Acute Care Hospital,Redding,CA
548,6089,California,40.571437,-122.39606619999996,2175 Rosaline Ave,Mercy Medical Center Redding,Short Term Acute Care Hospital,Redding,CA
549,6089,California,41.023554800000056,-121.42389659999998,43563 Hwy 299 E,Mayers Memorial Hospital,Critical Access Hospital,Fall River Mills,CA
550,6093,California,41.31866140000005,-122.32119939999995,914 Pine St,Mercy Medical Center Mt Shasta,Critical Access Hospital,Mount Shasta,CA
551,6093,California,41.71932010000006,-122.64569429999996,444 Bruce St,Fairchild Medical Center,Critical Access Hospital,Yreka,CA
552,6095,California,38.12767,-122.24844319999994,975 Sereno Dr,Kaiser Permanente - Vallejo Medical Center,Short Term Acute Care Hospital,Vallejo,CA
553,6095,California,38.13128880000005,-122.23733729999998,300 Hospital Dr,Sutter Solano Medical Center,Short Term Acute Care Hospital,Vallejo,CA
554,6095,California,38.26200910000006,-122.0473434,1200 B Gale Wilson Blvd,NorthBay Medical Center,Short Term Acute Care Hospital,Fairfield,CA
555,6097,California,38.39703120000007,-122.8190115,501 Petaluma Ave,Sonoma Specialty Hospital (FKA Sonoma West Medical Center Palm Drive Hospital),Long Term Acute Care Hospital,Sebastopol,CA
556,6097,California,38.47212,-122.72701409999996,401 Bicentennial Way,Kaiser Permanente - Santa Rosa Medical Center,Short Term Acute Care Hospital,Santa Rosa,CA
557,6097,California,38.28815030000004,-122.46568759999997,347 Andrieux St,Sonoma Valley Hospital,Short Term Acute Care Hospital,Sonoma,CA
558,6097,California,38.25459,-122.63165369999996,400 N Mcdowell Blvd,Petaluma Valley Hospital,Short Term Acute Care Hospital,Petaluma,CA
559,6097,California,38.443758900000034,-122.7011068,1165 Montgomery Dr,Santa Rosa Memorial Hospital,Short Term Acute Care Hospital,Santa Rosa,CA
560,6097,California,38.52870540000004,-122.723816,30 Mark West Springs Rd,Sutter Santa Rosa Regional Hospital (FKA Sutter Medical Center of Santa Rosa),Short Term Acute Care Hospital,Santa Rosa,CA
561,6097,California,38.627093,-122.86432509999996,1375 University St,Healdsburg District Hospital,Critical Access Hospital,Healdsburg,CA
562,6099,California,37.51176260000005,-120.83895029999996,825 Delbon Ave,Emanuel Medical Center,Short Term Acute Care Hospital,Turlock,CA
563,6099,California,37.75754370000004,-120.86099839999996,350 S Oak Ave,Oak Valley District Hospital,Short Term Acute Care Hospital,Oakdale,CA
