fips,province_state,country_region,confirmed,deaths,recovered,active,date,positive,negative,hospitalizedcurrently,hospitalized,hospitalizeddischarged
4270,Sint Maarten,Netherlands,289288,6941,195446,46614,20210119,289939,312573,1066.0,84744,18005
20746,St Martin,France,237610,3503,196520,49885,20210119,289939,89992,1066.0,71672,67462
39967,Turks and Caicos Islands,United Kingdom,226754,30135,249336,7512,20210119,289939,179129,1066.0,76707,5442
38663,Yukon,Canada,280630,36147,70555,166911,20210119,289939,213295,1066.0,69601,62262
24605,Zhejiang,China,314578,21712,130044,25523,20210119,289939,218753,1066.0,48815,67022
28636,,Afghanistan,204447,24325,159818,225897,20210119,289939,265475,1066.0,39754,77222
2778,,Albania,301171,19131,119243,201169,20210119,289939,174835,1066.0,74364,77246
25048,,Algeria,30229,24456,92520,17842,20210119,289939,176774,1066.0,41192,29249
14521,,Andorra,139101,25355,253322,125435,20210119,289939,348397,1066.0,68196,71206
7852,,Angola,282067,31968,210268,93405,20210119,289939,168500,1066.0,12955,59704
48431,,Antigua and Barbuda,159679,4582,160213,264,20210119,289939,299887,1066.0,5945,63568
7799,,Argentina,16930,37129,57385,150939,20210119,289939,140046,1066.0,63483,72173
40459,,Armenia,185586,35829,59945,151513,20210119,289939,73923,1066.0,43538,55480
2441,,Austria,252851,22132,133776,135379,20210119,289939,299365,1066.0,35254,52423
10282,,Azerbaijan,276397,35378,94472,11349,20210119,289939,146087,1066.0,56389,18286
21972,,Bahamas,334384,36384,202130,8366,20210119,289939,271937,1066.0,14227,25191
4928,,Bahrain,281384,35045,104862,106797,20210119,289939,182314,1066.0,11695,72833
49825,,Bangladesh,230715,15083,173709,65238,20210119,289939,304360,1066.0,74246,13060
28908,,Barbados,96079,21105,11778,98412,20210119,289939,232446,1066.0,80569,56175
6837,,Belarus,315452,4041,141643,194690,20210119,289939,87299,1066.0,6960,29143
12594,,Belgium,84293,8030,26874,208468,20210119,289939,185163,1066.0,82005,22179
27356,,Belize,12416,27609,195991,140691,20210119,289939,243846,1066.0,40517,6056
1950,,Benin,258431,37408,82367,204767,20210119,289939,300129,1066.0,35323,31037
2043,,Bhutan,385493,249,193854,41700,20210119,289939,239014,1066.0,38537,39745
48571,,Bolivia,186080,12992,50327,29917,20210119,289939,185504,1066.0,16557,30208
22635,,Bosnia and Herzegovina,84789,18489,192447,124274,20210119,289939,117861,1066.0,19644,62076
18327,,Botswana,91563,19582,114741,8112,20210119,289939,176454,1066.0,24263,29606
37617,,Brazil,47257,6798,250846,62644,20210119,289939,242896,1066.0,87313,44291
41673,,Brunei,254701,22192,47159,130852,20210119,289939,275310,1066.0,12201,37530
20966,,Bulgaria,67486,37210,245735,137718,20210119,289939,92523,1066.0,39110,71393
17819,,Burkina Faso,41525,8439,263633,48570,20210119,289939,121318,1066.0,5111,31922
28777,,Burma,133532,25453,273951,120707,20210119,289939,303090,1066.0,41277,16126
38528,,Burundi,161559,7528,18036,130284,20210119,289939,268691,1066.0,3872,13639
13049,,Cabo Verde,20409,34334,270995,115801,20210119,289939,66027,1066.0,33098,70891
32451,,Cambodia,221623,23361,254008,141049,20210119,289939,156657,1066.0,3054,11612
25353,,Cameroon,318934,36811,209442,103836,20210119,289939,151360,1066.0,41619,28290
24752,,Central African Republic,94938,21775,168829,44873,20210119,289939,273951,1066.0,1855,52549
17406,,Chad,370965,1437,196279,27562,20210119,289939,221619,1066.0,76566,14051
24888,,Chile,248988,22230,124454,159135,20210119,289939,140786,1066.0,24351,71171
35828,,Colombia,330318,4782,75041,172288,20210119,289939,121262,1066.0,11340,17503
49687,,Congo (Brazzaville),290503,6910,259139,142569,20210119,289939,107416,1066.0,80209,63095
36004,,Congo (Kinshasa),253819,21778,277232,120275,20210119,289939,85143,1066.0,63178,27641
38517,,Costa Rica,146820,21511,15949,38479,20210119,289939,196563,1066.0,30071,68162
30480,,Cote d'Ivoire,6309,31629,61623,172558,20210119,289939,340348,1066.0,7242,34849
39438,,Croatia,309313,101,212719,91324,20210119,289939,297995,1066.0,4773,10931
63,,Cuba,89067,27684,37438,62030,20210119,289939,261627,1066.0,43940,60552
7190,,Cyprus,48040,22085,24078,87561,20210119,289939,216126,1066.0,41586,46529
26382,,Czechia,250445,22636,178783,72317,20210119,289939,149343,1066.0,53642,27302
47219,,Denmark,245626,37618,105510,53523,20210119,289939,237777,1066.0,50068,2277
9811,,Diamond Princess,107813,16834,40727,203572,20210119,289939,192963,1066.0,85698,79790
47698,,Djibouti,219876,4121,173282,152037,20210119,289939,74119,1066.0,44666,31552
3522,,Dominica,118137,11663,60412,3984,20210119,289939,159621,1066.0,64717,29783
12082,,Dominican Republic,264877,37891,265491,21769,20210119,289939,87642,1066.0,48468,40897
28174,,Ecuador,149266,642,69854,3230,20210119,289939,62176,1066.0,53659,15963
23921,,Egypt,196790,9345,267480,163910,20210119,289939,87064,1066.0,56690,48183
36766,,El Salvador,195468,21220,11854,157708,20210119,289939,102128,1066.0,34359,50354
14999,,Equatorial Guinea,265252,30803,266976,159403,20210119,289939,169120,1066.0,88671,21913
26755,,Eritrea,234408,24040,91876,29622,20210119,289939,201661,1066.0,81450,40363
34140,,Estonia,305810,20875,182150,20010,20210119,289939,84705,1066.0,81983,43897
47120,,Eswatini,128259,18306,291216,46409,20210119,289939,270807,1066.0,82062,72599
34335,,Ethiopia,294807,33357,26179,191033,20210119,289939,151448,1066.0,76246,30358
29560,,Fiji,304870,34904,220239,70497,20210119,289939,346305,1066.0,49347,40419
31372,,Finland,22911,13327,151228,219042,20210119,289939,149233,1066.0,71159,47574
9813,,Gabon,253582,8466,240892,39937,20210119,289939,223272,1066.0,31594,77960
19252,,Gambia,356166,10855,151496,223215,20210119,289939,259388,1066.0,68753,50501
10275,,Georgia,203168,34401,163652,29462,20210119,289939,265173,1066.0,85232,32290
16732,,Germany,150712,25750,59233,178439,20210119,289939,105048,1066.0,55814,51836
17693,,Ghana,147986,12473,60980,2015,20210119,289939,194328,1066.0,76820,71159
45740,,Greece,337049,14009,149897,202998,20210119,289939,219527,1066.0,51600,48979
47300,,Grenada,265305,34633,147112,68865,20210119,289939,90623,1066.0,80463,1906
7843,,Guatemala,62823,28668,245560,146236,20210119,289939,66916,1066.0,71157,12421
9973,,Guinea,9085,441,286005,36755,20210119,289939,189049,1066.0,55613,58132
11304,,Guinea-Bissau,343444,17166,94046,107513,20210119,289939,91473,1066.0,74369,61798
38172,,Guyana,238821,13128,29500,131440,20210119,289939,176096,1066.0,63232,66369
36345,,Haiti,341010,22296,101026,5087,20210119,289939,272143,1066.0,68777,2208
5007,,Vatican City,133181,27664,143268,147950,20210119,289939,159477,1066.0,7047,57999
45218,,Honduras,103650,4462,114901,71574,20210119,289939,319893,1066.0,47310,61234
33463,,Hungary,75995,38052,80886,92281,20210119,289939,64293,1066.0,32326,41449
13818,,Iceland,20144,22961,140399,7724,20210119,289939,255877,1066.0,48152,46670
49745,,India,37888,3918,288495,173500,20210119,289939,68254,1066.0,83719,54898
21022,,Indonesia,122316,32390,244922,212979,20210119,289939,118059,1066.0,1564,29440
16209,,Iran,24299,25584,49155,93240,20210119,289939,296674,1066.0,3837,62905
48309,,Iraq,334466,17642,275042,168687,20210119,289939,79926,1066.0,11149,66377
30638,,Ireland,338337,30417,292607,136839,20210119,289939,137046,1066.0,9147,41360
46914,,Israel,69023,33937,92312,135888,20210119,289939,147572,1066.0,82061,36770
10408,,Italy,150382,14202,279620,188940,20210119,289939,299796,1066.0,70268,20261
30898,,Jamaica,358898,3611,242706,2713,20210119,289939,269718,1066.0,85351,51164
7413,,Japan,127856,5796,270734,168064,20210119,289939,165101,1066.0,22347,28984
13048,,Jordan,27740,34472,152181,59857,20210119,289939,187560,1066.0,3553,42462
7467,,Kazakhstan,243178,27779,158619,52935,20210119,289939,329482,1066.0,82562,79381
12113,,Kenya,24989,16367,290582,54716,20210119,289939,236679,1066.0,7733,47848
3642,,South Korea,90244,31686,52974,189542,20210119,289939,229622,1066.0,56092,37959
33199,,Kosovo,224721,31058,186187,57147,20210119,289939,310245,1066.0,23889,78392
8914,,Kuwait,374180,5165,118342,141547,20210119,289939,159321,1066.0,48212,78123
35157,,Kyrgyzstan,230764,8921,127780,225501,20210119,289939,89410,1066.0,57647,47365
13592,,Laos,210355,27741,10166,165405,20210119,289939,154057,1066.0,25231,49306
49126,,Latvia,224070,14487,17400,5104,20210119,289939,251639,1066.0,84096,75752
22723,,Lebanon,232233,35292,164213,206753,20210119,289939,116559,1066.0,64358,21818
30969,,Liberia,26034,34042,146863,10154,20210119,289939,83400,1066.0,23426,57736
13447,,Libya,310719,20083,178743,124482,20210119,289939,100153,1066.0,54274,29917
27365,,Liechtenstein,310956,10849,164427,90974,20210119,289939,71119,1066.0,71073,5092
41192,,Lithuania,298855,26090,249386,1307,20210119,289939,226291,1066.0,39563,44330
24453,,Luxembourg,216792,37086,52195,86322,20210119,289939,278222,1066.0,52499,15012
26177,,MS Zaandam,321455,12399,147320,155464,20210119,289939,77187,1066.0,66673,5623
1986,,Madagascar,89457,35575,117005,50255,20210119,289939,266485,1066.0,29374,27144
12311,,Malawi,126325,2820,130322,115317,20210119,289939,302880,1066.0,35937,3122
44225,,Malaysia,146963,24864,124305,125521,20210119,289939,274634,1066.0,48395,9639
10783,,Maldives,274863,26948,275557,102297,20210119,289939,69769,1066.0,8106,25090
15062,,Mali,146930,14845,120846,201587,20210119,289939,126600,1066.0,89005,46875
27094,,Malta,91156,16767,51909,93969,20210119,289939,269253,1066.0,21508,60154
9447,,Mauritania,272837,16334,10821,174858,20210119,289939,160295,1066.0,57929,7700
22839,,Mauritius,101716,2805,70059,76106,20210119,289939,190243,1066.0,78557,54953
1394,,Mexico,137795,30076,148458,96487,20210119,289939,219107,1066.0,22756,56352
10111,,Moldova,257595,34879,228895,67237,20210119,289939,120909,1066.0,8775,76390
1386,,Monaco,273255,12563,211129,19011,20210119,289939,222399,1066.0,65990,1779
9248,,Mongolia,339334,415,56349,132498,20210119,289939,290977,1066.0,18014,3341
28849,,Montenegro,330720,18808,180027,216991,20210119,289939,171553,1066.0,5842,41366
16264,,Morocco,255813,26006,178997,165172,20210119,289939,286115,1066.0,61908,13963
26483,,Mozambique,252608,17220,280536,184549,20210119,289939,177229,1066.0,15806,15665
46574,,Namibia,94731,20758,129256,63356,20210119,289939,237386,1066.0,64267,35067
9104,,Nepal,285346,30527,230948,24827,20210119,289939,129330,1066.0,67366,28020
44187,,Netherlands,374935,35065,1164,220023,20210119,289939,143113,1066.0,33725,66434
20768,,New Zealand,343508,35779,51090,170366,20210119,289939,201274,1066.0,66767,3958
33438,,Nicaragua,61259,17066,133193,85906,20210119,289939,322240,1066.0,81883,10801
10159,,Niger,37830,32893,177002,231819,20210119,289939,208934,1066.0,4357,29261
30157,,Nigeria,336605,17851,247042,86117,20210119,289939,245920,1066.0,41064,17711
40360,,North Macedonia,191631,20032,162300,135703,20210119,289939,161749,1066.0,51881,32182
48662,,Norway,273841,18293,165386,115067,20210119,289939,327100,1066.0,22807,71363
34279,,Oman,154012,30530,2896,181479,20210119,289939,341450,1066.0,68586,48237
43917,,Pakistan,37270,26154,167330,205985,20210119,289939,145449,1066.0,47067,29787
38943,,Panama,269228,12999,70563,166963,20210119,289939,205072,1066.0,73698,20225
21704,,Papua New Guinea,275348,32382,238534,15072,20210119,289939,118419,1066.0,31744,56824
44883,,Paraguay,10722,8569,177248,44432,20210119,289939,123717,1066.0,55967,23210
25447,,Peru,155661,34038,64194,164550,20210119,289939,222132,1066.0,41157,77467
23531,,Philippines,7418,23283,292895,223148,20210119,289939,61593,1066.0,24830,48067
8147,,Poland,146731,20063,220773,21583,20210119,289939,320785,1066.0,89925,69396
24078,,Portugal,275548,30954,104122,217092,20210119,289939,102704,1066.0,51798,73552
4348,,Qatar,305773,308,222375,123172,20210119,289939,192904,1066.0,47848,79166
22748,,Romania,168005,27347,180770,181046,20210119,289939,348361,1066.0,4357,37285
26917,,Russia,384068,18231,144242,117162,20210119,289939,283484,1066.0,36239,21951
10376,,Rwanda,267236,35068,134894,5771,20210119,289939,127722,1066.0,38944,53965
38926,,Saint Kitts and Nevis,23524,24857,103239,111382,20210119,289939,107251,1066.0,11467,54833
37974,,Saint Lucia,183930,849,108934,212763,20210119,289939,152015,1066.0,52940,72705
9722,,Saint Vincent and the Grenadines,346767,2039,18432,127179,20210119,289939,268243,1066.0,36628,48407
48211,,San Marino,34110,4540,228737,7600,20210119,289939,292018,1066.0,15304,61637
15498,,Sao Tome and Principe,28568,29188,269347,165034,20210119,289939,315687,1066.0,28343,25070
46165,,Saudi Arabia,224257,9231,179372,30674,20210119,289939,124327,1066.0,71880,15694
42786,,Senegal,96783,3987,71227,122813,20210119,289939,347756,1066.0,72195,70191
48595,,Serbia,134502,29206,69789,31927,20210119,289939,172842,1066.0,9222,46146
47411,,Seychelles,131762,30038,224435,47972,20210119,289939,86829,1066.0,86492,25267
7850,,Sierra Leone,226415,7398,96703,96687,20210119,289939,302086,1066.0,65337,25760
40077,,Singapore,75210,33760,248967,58023,20210119,289939,170137,1066.0,18367,77870
31726,,Slovakia,242786,13133,22839,164347,20210119,289939,137876,1066.0,14786,37170
30383,,Slovenia,107442,12455,61427,45474,20210119,289939,202136,1066.0,46687,72906
15766,,Somalia,100085,14715,173800,115566,20210119,289939,228119,1066.0,8262,32277
37549,,South Africa,11283,37833,59847,30942,20210119,289939,98085,1066.0,8821,40840
29556,,South Sudan,276188,22148,248948,135999,20210119,289939,110079,1066.0,66382,68228
11441,,Spain,114924,21534,162380,39797,20210119,289939,339532,1066.0,59751,46254
35083,,Sri Lanka,190854,19598,204581,169486,20210119,289939,303771,1066.0,28675,14595
49049,,Sudan,316418,33266,141452,123829,20210119,289939,319775,1066.0,82026,12586
17729,,Suriname,212198,1416,74978,229994,20210119,289939,237606,1066.0,37819,71110
26126,,Sweden,165249,15131,58371,228263,20210119,289939,185939,1066.0,25226,61499
7603,,Switzerland,71179,15434,184452,135762,20210119,289939,116908,1066.0,6844,39912
26040,,Syria,179094,4284,141869,172238,20210119,289939,342141,1066.0,55716,25544
12815,,Taiwan*,368576,5937,15539,183086,20210119,289939,98686,1066.0,36229,69380
10546,,Tanzania,387050,27530,77022,145522,20210119,289939,198588,1066.0,55568,14671
31320,,Thailand,269831,4505,181854,106014,20210119,289939,124838,1066.0,22395,26990
32935,,Timor-Leste,42391,36699,111832,232018,20210119,289939,91808,1066.0,36252,50028
31175,,Togo,370041,34022,150689,158856,20210119,289939,235379,1066.0,77003,20517
35167,,Trinidad and Tobago,356166,34343,219700,139715,20210119,289939,272247,1066.0,14769,54119
15778,,Tunisia,35521,98,280332,10473,20210119,289939,152569,1066.0,52417,11496
39521,,Turkey,145163,29237,192322,56438,20210119,289939,173674,1066.0,43047,49553
29757,,Uganda,62818,9707,236852,223723,20210119,289939,316698,1066.0,74650,36520
14338,,Ukraine,354292,11223,220969,105875,20210119,289939,189630,1066.0,20329,59910
36853,,United Arab Emirates,110004,18648,168684,176267,20210119,289939,78968,1066.0,1407,24605
8610,,United Kingdom,321577,23984,46603,106509,20210119,289939,347440,1066.0,903,57122
15210,,Uruguay,223354,28120,193556,232262,20210119,289939,138390,1066.0,7227,57247
31462,,Uzbekistan,193880,30069,25651,102457,20210119,289939,324288,1066.0,13361,7643
27834,,Venezuela,296082,15884,10647,82576,20210119,289939,153401,1066.0,10411,77459
2742,,Vietnam,386515,4236,263396,216018,20210119,289939,162033,1066.0,15491,58106
14758,,West Bank and Gaza,134628,33910,8964,139698,20210119,289939,136777,1066.0,80809,41724
20596,,Western Sahara,329461,7417,182663,135689,20210119,289939,188636,1066.0,70420,16515
35215,,Yemen,219484,473,107702,199768,20210119,289939,103387,1066.0,65139,1713
38886,,Zambia,44407,243,196018,80796,20210119,289939,105229,1066.0,16522,46566
18326,,Zimbabwe,242215,32628,232689,124090,20210119,289939,315073,1066.0,6312,55682
11176,Australian Capital Territory,Australia,145259,36301,156121,50847,20210119,289939,123412,1066.0,48623,50105
23109,New South Wales,Australia,376994,12627,248036,29533,20210119,289939,242921,1066.0,73758,67446
38959,Northern Territory,Australia,118532,26750,109672,182239,20210119,289939,251240,1066.0,64239,16453
34470,Queensland,Australia,273609,26660,99139,170704,20210119,289939,149444,1066.0,75727,63543
39918,South Australia,Australia,73629,5119,228656,159193,20210119,289939,207433,1066.0,46322,32370
48073,Tasmania,Australia,309784,35011,155964,168608,20210119,289939,264430,1066.0,9722,39158
5608,Victoria,Australia,302614,11947,26830,114518,20210119,289939,322409,1066.0,53978,13341
5013,Western Australia,Australia,78648,20117,131194,127592,20210119,289939,110594,1066.0,57124,10918
28055,Utah,US,284773,2800,141539,44603,20210119,289939,276301,1066.0,85277,5618
913,Utah,US,205481,13627,196765,227596,20210119,289939,100845,1066.0,34502,74168
20901,Massachusetts,US,131957,35519,107348,224022,20210119,289939,284981,1066.0,58154,21960
48398,Michigan,US,272839,16462,200616,27170,20210119,289939,60545,1066.0,40989,10999
29726,Missouri,US,37181,8722,51151,119893,20210119,289939,293689,1066.0,674,22585
38562,Michigan,US,36647,1454,108625,134282,20210119,289939,267337,1066.0,34408,20214
19975,Utah,US,123430,32949,151397,151677,20210119,289939,135921,1066.0,82870,44418
37018,Utah,US,105381,12705,96842,228220,20210119,289939,275969,1066.0,74008,78867
2276,Utah,US,282380,34164,294979,194007,20210119,289939,158706,1066.0,16918,79753
33347,Alberta,Canada,11619,12809,214316,74713,20210119,289939,128697,1066.0,51032,15278
45564,Anguilla,United Kingdom,288022,7355,161116,92332,20210119,289939,107421,1066.0,45805,61069
21221,Aruba,Netherlands,344519,23317,236995,78683,20210119,289939,328126,1066.0,53885,42087
6317,Beijing,China,151024,13627,174055,99928,20210119,289939,145148,1066.0,65123,11132
26410,Bermuda,United Kingdom,373307,33309,108822,105439,20210119,289939,201081,1066.0,51921,8282
13537,"""Bonaire"," Sint Eustatius and Saba""",3382,33014,147313,132260,20210119,289939,213466,1066.0,39180,62054
30830,British Columbia,Canada,137763,1847,73727,96903,20210119,289939,244780,1066.0,32904,66331
12208,British Virgin Islands,United Kingdom,84290,8955,115805,18215,20210119,289939,160852,1066.0,69618,45646
45738,Cayman Islands,United Kingdom,66868,35240,35139,7195,20210119,289939,147304,1066.0,50955,23596
40770,Channel Islands,United Kingdom,24543,25089,187872,4035,20210119,289939,90568,1066.0,22477,11129
8376,Curacao,Netherlands,266232,3390,200595,113535,20210119,289939,106177,1066.0,31097,52169
37890,Diamond Princess,Canada,153183,23335,268329,201735,20210119,289939,132800,1066.0,27050,72565
31334,Falkland Islands (Malvinas),United Kingdom,134928,18512,124388,165875,20210119,289939,321761,1066.0,19478,59126
21778,Faroe Islands,Denmark,89272,15524,191490,162418,20210119,289939,341572,1066.0,36244,79845
22344,French Guiana,France,25158,30135,190353,144816,20210119,289939,181617,1066.0,46103,39290
17821,French Polynesia,France,251836,2057,280996,207213,20210119,289939,81548,1066.0,6064,55892
3403,Gibraltar,United Kingdom,77022,1702,237202,203883,20210119,289939,202400,1066.0,83628,44867
24283,Grand Princess,Canada,96899,19911,192950,161660,20210119,289939,118143,1066.0,71021,2019
37676,Greenland,Denmark,363020,16542,6014,210906,20210119,289939,86562,1066.0,79606,4081
18623,Guadeloupe,France,14840,31673,14164,136767,20210119,289939,349523,1066.0,22902,24656
19720,Guangdong,China,217703,36391,33242,72240,20210119,289939,90470,1066.0,66657,78666
3316,Heilongjiang,China,56918,37300,120488,79092,20210119,289939,238870,1066.0,4714,40327
34597,Hong Kong,China,364853,23634,255580,204312,20210119,289939,167044,1066.0,70521,65864
13756,Inner Mongolia,China,235319,6931,79570,19614,20210119,289939,108033,1066.0,32396,14368
34838,Isle of Man,United Kingdom,53942,3494,292765,125081,20210119,289939,178622,1066.0,5432,54098
26616,Macau,China,385869,1650,60277,134009,20210119,289939,218119,1066.0,15672,73300
21428,Manitoba,Canada,19903,13427,245942,133628,20210119,289939,81936,1066.0,78079,40689
7402,Martinique,France,240354,2560,195679,67162,20210119,289939,205593,1066.0,53751,10126
41971,Mayotte,France,72423,8923,54576,133338,20210119,289939,210083,1066.0,40532,62004
4604,Montserrat,United Kingdom,358218,28526,212466,23377,20210119,289939,86120,1066.0,63917,26863
49933,New Brunswick,Canada,241352,20076,257254,178634,20210119,289939,224420,1066.0,40159,68500
27872,New Caledonia,France,176412,8245,175891,8974,20210119,289939,112086,1066.0,82580,19597
45012,Newfoundland and Labrador,Canada,142580,4997,182325,63913,20210119,289939,187035,1066.0,62039,65488
15994,Northwest Territories,Canada,260079,25837,78168,223783,20210119,289939,336275,1066.0,86056,38226
41909,Nova Scotia,Canada,297372,19950,116816,77635,20210119,289939,88005,1066.0,40599,60502
22976,Ontario,Canada,260533,6159,42078,115948,20210119,289939,134580,1066.0,67213,37428
29517,Prince Edward Island,Canada,319659,11903,96033,199785,20210119,289939,321680,1066.0,38268,16849
30051,Quebec,Canada,374950,23323,285196,157232,20210119,289939,128064,1066.0,12563,56450
8776,,Canada,182005,33694,223205,159256,20210119,289939,122163,1066.0,60405,37498
42299,,US,27648,14128,296304,196434,20210119,289939,320351,1066.0,80544,34520
37405,Reunion,France,349382,10652,221263,86785,20210119,289939,262176,1066.0,8250,73475
47492,Saint Barthelemy,France,238083,5019,201235,104780,20210119,289939,165796,1066.0,10774,17839
26853,Saint Pierre and Miquelon,France,100630,28370,26422,89430,20210119,289939,319788,1066.0,33670,79203
38943,Saskatchewan,Canada,149681,17765,68579,129899,20210119,289939,64155,1066.0,8296,11742
13146,Shanghai,China,27355,36736,299987,127038,20210119,289939,161549,1066.0,36269,46218
6289,Shanxi,China,357830,9592,101752,210578,20210119,289939,328088,1066.0,18182,32768
40613,Sint Maarten,Netherlands,304516,13147,270569,33669,20210119,289939,323611,1066.0,25923,73122
3754,St Martin,France,124795,17246,239970,27628,20210119,289939,242982,1066.0,22973,27107
34597,Turks and Caicos Islands,United Kingdom,129747,26830,16012,65115,20210119,289939,165635,1066.0,31687,20328
4254,Yukon,Canada,229800,19930,297467,86484,20210119,289939,190075,1066.0,67179,47835
49924,Zhejiang,China,109344,15921,128877,132108,20210119,289939,337120,1066.0,22813,68034
4205,,Afghanistan,119744,18218,130402,44236,20210119,289939,103359,1066.0,21298,21210
15918,,Albania,19396,26581,215291,74788,20210119,289939,131006,1066.0,25663,79305
9040,,Algeria,87928,29198,111461,220775,20210119,289939,301377,1066.0,45796,46394
49189,,Andorra,305520,23323,128877,175592,20210119,289939,282420,1066.0,19119,45407
28088,,Angola,111662,18239,295680,220644,20210119,289939,257905,1066.0,46929,55973
17578,,Antigua and Barbuda,331275,1080,223903,167797,20210119,289939,184014,1066.0,2802,61393
2283,,Argentina,46971,18331,108597,188666,20210119,289939,244454,1066.0,63754,43153
27656,,Armenia,112564,8921,114266,196812,20210119,289939,225670,1066.0,68029,11622
3682,,Austria,190155,5191,10446,69655,20210119,289939,238371,1066.0,8641,15866
37592,,Azerbaijan,290091,19503,228388,146020,20210119,289939,274498,1066.0,38842,37454
39905,,Bahamas,131399,33753,94522,183937,20210119,289939,238136,1066.0,2406,65291
28281,,Bahrain,151805,17160,2981,61648,20210119,289939,283557,1066.0,43417,56216
30040,,Bangladesh,174660,22233,299432,203450,20210119,289939,68178,1066.0,39740,7773
32450,,Barbados,39300,10969,50703,179143,20210119,289939,78604,1066.0,64675,11132
527,,Belarus,96040,15572,98856,122111,20210119,289939,275467,1066.0,16800,1530
35870,,Belgium,145001,14184,125741,28953,20210119,289939,133926,1066.0,16279,57430
30189,,Belize,117730,30657,261660,87170,20210119,289939,108601,1066.0,33926,52876
12601,,Benin,351675,18817,25538,187625,20210119,289939,341713,1066.0,21371,53970
29921,,Bhutan,191806,36085,39799,187063,20210119,289939,338247,1066.0,68474,31571
29386,,Bolivia,32907,5595,108717,175618,20210119,289939,227703,1066.0,8159,32886
40573,,Bosnia and Herzegovina,110494,13408,72813,124246,20210119,289939,213896,1066.0,53113,34296
13867,,Botswana,76599,4209,132079,100339,20210119,289939,328919,1066.0,20138,35620
36345,,Brazil,340788,20606,42144,65092,20210119,289939,305824,1066.0,66813,74577
25674,,Brunei,27384,17395,40622,96591,20210119,289939,97856,1066.0,89085,24411
46007,,Bulgaria,139032,23289,239522,54001,20210119,289939,96765,1066.0,8447,11351
20502,,Burkina Faso,183174,22509,290727,127675,20210119,289939,144834,1066.0,72389,78722
9064,,Burma,35481,29576,69586,226051,20210119,289939,283002,1066.0,21286,48731
38398,,Burundi,340590,16552,64693,16346,20210119,289939,295952,1066.0,63370,24586
9580,,Cabo Verde,208314,24166,298014,141646,20210119,289939,125244,1066.0,86247,46397
16057,,Cambodia,153312,16047,163509,192841,20210119,289939,165208,1066.0,79775,69547
27818,,Cameroon,357486,37592,153281,209904,20210119,289939,64744,1066.0,8991,41983
36782,,Central African Republic,377722,17709,256738,210178,20210119,289939,307376,1066.0,44098,48425
18774,,Chad,327593,33645,269949,179273,20210119,289939,60568,1066.0,33484,19851
6476,,Chile,250151,7941,79690,184944,20210119,289939,181388,1066.0,37444,70295
12788,,Colombia,358571,22,199541,206236,20210119,289939,124314,1066.0,30675,7688
32692,,Congo (Brazzaville),514,14073,251892,98209,20210119,289939,145428,1066.0,54768,3253
47131,,Congo (Kinshasa),315398,16725,199552,58054,20210119,289939,144019,1066.0,87158,46539
38554,,Costa Rica,10134,34980,233088,184129,20210119,289939,82264,1066.0,50215,48704
30119,,Cote d'Ivoire,246548,24162,254656,21721,20210119,289939,217712,1066.0,22959,48920
22088,,Croatia,376630,15021,286559,32074,20210119,289939,157296,1066.0,15432,36097
6170,,Cuba,289852,16193,148710,55321,20210119,289939,185303,1066.0,10521,27898
16928,,Cyprus,223721,4568,225010,202757,20210119,289939,257927,1066.0,65890,69525
46433,,Czechia,16659,23207,125831,225191,20210119,289939,140560,1066.0,9452,37907
33433,,Denmark,222830,31103,52852,29709,20210119,289939,277082,1066.0,47591,66939
27905,,Diamond Princess,216274,13619,4697,66444,20210119,289939,108656,1066.0,536,42100
23777,,Djibouti,194861,28218,38405,102390,20210119,289939,305241,1066.0,64338,59519
40357,,Dominica,256594,12755,61402,179861,20210119,289939,311152,1066.0,30732,45490
23450,,Dominican Republic,136775,33958,51208,64153,20210119,289939,108948,1066.0,46370,25438
18424,,Ecuador,16043,18709,104420,20299,20210119,289939,198118,1066.0,38204,42167
42030,,Egypt,31320,5132,244442,176196,20210119,289939,348056,1066.0,76912,12626
28147,,El Salvador,361683,31349,32614,105531,20210119,289939,317121,1066.0,32942,43894
18697,,Equatorial Guinea,194178,7536,172828,222068,20210119,289939,268137,1066.0,34677,78833
21229,,Eritrea,261307,29706,256697,122267,20210119,289939,88344,1066.0,25357,20862
6788,,Estonia,242015,4694,202804,157196,20210119,289939,159935,1066.0,89548,56912
43720,,Eswatini,365834,10550,193996,20935,20210119,289939,341564,1066.0,44,52444
2175,,Ethiopia,294068,5241,104102,123998,20210119,289939,193646,1066.0,27783,72152
42684,,Fiji,153646,4910,35631,95535,20210119,289939,341912,1066.0,45932,18970
8859,,Finland,195086,37595,968,73155,20210119,289939,349127,1066.0,8847,16569
15500,,Gabon,342393,7176,20706,53241,20210119,289939,91072,1066.0,2141,12689
26552,,Gambia,161623,15671,257451,184547,20210119,289939,343343,1066.0,4295,51562
22185,,Georgia,187556,5325,203228,208916,20210119,289939,117533,1066.0,68334,26816
18829,,Germany,74122,299,153571,211744,20210119,289939,344121,1066.0,53069,19984
932,,Ghana,330910,13953,101224,60466,20210119,289939,303134,1066.0,2141,78248
8434,,Greece,292984,34308,128142,98681,20210119,289939,275460,1066.0,31284,68924
31488,,Grenada,37974,13103,101058,39802,20210119,289939,120152,1066.0,79209,65707
